,Book_Name,book_id,guten_genre,Author_Name,FileNo
599,The Sins of the Children: A Novel,pg37664.epub,Literary,Hamilton| Cosmo,37664
600,Mavis of Green Hill,pg37710.epub,Love and Romance,Baldwin| Faith,37710
601,Notwithstanding,pg37781.epub,Literary,Cholmondeley| Mary,37781
602,The Open Question: A Tale of Two Temperaments,pg37827.epub,Literary,Robins| Elizabeth,37827
603,The Story of Louie,pg37838.epub,Literary,Onions| Oliver,37838
604,A Humble Enterprise,pg37866.epub,Literary,Cambridge| Ada,37866
605,The Gray Phantom,pg37913.epub,Detective and Mystery,Landon| Herman,37913
606,In Accordance with the Evidence,pg37919.epub,Literary,Onions| Oliver,37919
607,The Heatherford Fortune - a sequel to the Magic Cameo,pg38006.epub,Literary,Sheldon| Mrs. Georgie,38006
608,The Sailor,pg38186.epub,Literary,Snaith| J. C.,38186
609,Kenneth McAlpine: A Tale of Mountain- Moorland and Sea,pg38199.epub,Literary,Stables| Gordon,38199
610,The Making of William Edwards- The Story of the Bridge of Beauty,pg38212.epub,Literary,Banks| Mrs. G. Linnaeus,38212
612,A Witch of the Hills- v. 1 [of 2],pg38291.epub,Literary,Warden| Florence,38291
613,A Witch of the Hills- v. 2 [of 2],pg38292.epub,Literary,Warden| Florence,38292
614,The Happy Warrior,pg38325.epub,Literary,Hutchinson| A. S. M.,38325
615,A Knight on Wheels,pg38368.epub,Literary,Hay| Ian,38368
616,Loaded Dice,pg38474.epub,Literary,Clark| Ellery H.,38474
617,Gargoyles,pg38489.epub,Literary,Hecht| Ben,38489
618,The Story of Charles Strange: A Novel. Vol. 1 (of 3),pg38623.epub,Literary,Wood| Mrs. Henry,38623
619,The Story of Charles Strange: A Novel. Vol. 2 (of 3),pg38624.epub,Literary,Wood| Mrs. Henry,38624
620,The Story of Charles Strange: A Novel. Vol. 3 (of 3),pg38625.epub,Literary,Wood| Mrs. Henry,38625
621,Miranda of the Balcony: A Story,pg38679.epub,Literary,Mason| A. E. W.,38679
622,The Truants,pg38685.epub,Literary,Mason| A. E. W.,38685
623,The Turnstile,pg38689.epub,Literary,Mason| A. E. W.,38689
624,The Maker of Opportunities,pg38702.epub,Literary,Gibbs| George,38702
625,A Singular Metamorphosis,pg38715.epub,Literary,Skiles| May Evelyn,38715
626,The Monctons: A Novel. Volume 2 (of 2),pg38798.epub,Literary,Moodie| Susanna,38798
627,Out of a Labyrinth,pg38888.epub,Detective and Mystery,Lynch| Lawrence L.,38888
628,Mr. Marx's Secret,pg39018.epub,Detective and Mystery,Oppenheim| E. Phillips,39018
629,The White Blackbird,pg39066.epub,Literary,Aitken| Robert,39066
630,Miser Farebrother: A Novel (vol. 1 of 3),pg39111.epub,Literary,Farjeon| B. L.,39111
631,It May Be True- Vol. 2 (of 3),pg39192.epub,Literary,Wood| Mrs. Henry,39192
632,It May Be True- Vol. 3 (of 3),pg39193.epub,Literary,Wood| Mrs. Henry,39193
633,Tales for Fifteen,pg39207.epub,Literary,Cooper| James Fenimore,39207
634,Mitchelhurst Place: A Novel. Vol. 1 (of 2),pg39345.epub,Literary,Veley| Margaret,39345
635,Wyndham's Pal,pg39349.epub,Literary,Bindloss| Harold,39349
636,Mabel: A Novel. Vol. 3 (of 3),pg39359.epub,Literary,Newby| Mrs. C. J.,39359
637,Mildred Arkell: A Novel. Vol. 2 (of 3),pg39377.epub,Literary,Wood| Mrs. Henry,39377
638,A Gamble with Life,pg39417.epub,Detective and Mystery,Hocking| Silas K.,39417
639,The Mysterious Wanderer- Vol. III - A Novel in Three Volumes,pg39425.epub,Literary,Reeve| Sophia,39425
640,Guy and Pauline,pg39556.epub,Literary,MacKenzie| Compton,39556
641,In the Hands of the Malays- and Other Stories,pg39616.epub,Sea and Adventure,Henty| G. A.,39616
642,Sylvia & Michael: The later adventures of Sylvia Scarlett,pg39660.epub,Literary,MacKenzie| Compton,39660
643,Mildred Arkell: A Novel. Vol. 1 (of 3),pg39692.epub,Literary,Wood| Mrs. Henry,39692
644,Mildred Arkell: A Novel. Vol. 3 (of 3),pg39693.epub,Literary,Wood| Mrs. Henry,39693
645,The Marriage of Esther,pg39731.epub,Literary,Boothby| Guy,39731
646,Vassall Morton: A Novel,pg39768.epub,Literary,Parkman| Francis,39768
647,A Sovereign Remedy,pg39813.epub,Literary,Steel| Flora Annie Webster,39813
648,Upsidonia,pg39905.epub,Humorous and Wit and Satire,Marshall| Archibald,39905
649,Ashton-Kirk- Secret Agent,pg39940.epub,Detective and Mystery,McIntyre| John Thomas,39940
650,In Silk Attire: A Novel,pg40111.epub,Literary,Black| William,40111
651,Fashion and Famine,pg40114.epub,Literary,Stephens| Ann S.,40114
652,A Woman's Love,pg40180.epub,Literary,Opie| Amelia,40180
653,Mabel: A Novel. Vol. 2 (of 3),pg40199.epub,Literary,Newby| Mrs. C. J.,40199
654,The Threatening Eye,pg40278.epub,Literary,Knight| E. F.,40278
655,True to a Type- Vol. 1 (of 2),pg40324.epub,Literary,Cleland| Robert,40324
656,True to a Type- Vol. 2 (of 2),pg40325.epub,Literary,Cleland| Robert,40325
657,The Coward Behind the Curtain,pg40347.epub,Literary,Marsh| Richard,40347
658,The Crime and the Criminal,pg40348.epub,Detective and Mystery,Marsh| Richard,40348
659,It May Be True- Vol. 1 (of 3),pg40418.epub,Literary,Wood| Mrs. Henry,40418
660,Miss Hildreth: A Novel- Volume 1,pg40431.epub,Literary,Stevens| Augusta de Grasse,40431
661,Miss Hildreth: A Novel- Volume 2,pg40432.epub,Literary,Stevens| Augusta de Grasse,40432
662,Miss Hildreth: A Novel- Volume 3,pg40433.epub,Literary,Stevens| Augusta de Grasse,40433
663,Violet Forster's Lover,pg40450.epub,Literary,Marsh| Richard,40450
664,Under One Flag,pg40451.epub,Literary,Marsh| Richard,40451
665,The Twickenham Peerage,pg40452.epub,Literary,Marsh| Richard,40452
667,Black Star's Campaign: A Detective Story,pg40484.epub,Detective and Mystery,McCulley| Johnston,40484
668,The Red Lottery Ticket,pg40491.epub,Detective and Mystery,Boisgobey| Fortunu,40491
669,The King of Diamonds: A Tale of Mystery and Adventure,pg40493.epub,Detective and Mystery,Tracy| Louis,40493
670,The Ordeal of Elizabeth,pg40495.epub,Literary,Anonymous,40495
671,The Splendid Fairing,pg40545.epub,Literary,Holme| Constance,40545
672,Moth and Rust  Together with Geoffrey's Wife and The Pitfall,pg40566.epub,Literary,Cholmondeley| Mary,40566
673,Prince Charlie,pg40611.epub,Literary,Delannoy| Burford,40611
674,The Hypocrite,pg40651.epub,Literary,Thorne| Guy,40651
675,The White Virgin,pg40672.epub,Literary,Fenn| George Manville,40672
676,The Tiger Lily,pg40673.epub,Literary,Fenn| George Manville,40673
677,Sawn Off: A Tale of a Family Tree,pg40674.epub,Literary,Fenn| George Manville,40674
678,Gretchen: A Novel,pg40702.epub,Literary,Holmes| Mary Jane,40702
679,Fighting Byng: A Novel of Mystery- Intrigue and Adventure,pg40821.epub,Detective and Mystery,Stone| A.,40821
681,Meg- of Valencia,pg40926.epub,Literary,Jarrell| Myra Williams,40926
682,The Day of Temptation,pg40998.epub,Literary,Queux| William Le,40998
683,Stolen Souls,pg40999.epub,Literary,Queux| William Le,40999
684,The Sign of the Stranger,pg41089.epub,Detective and Mystery,Queux| William Le,41089
685,Rayton: A Backwoods Mystery,pg41122.epub,Literary,Roberts| Theodore Goodridge,41122
686,Jenifer's Prayer,pg41191.epub,Literary,Crane| Oliver,41191
687,The Eve of All-Hallows- Adelaide of Tyrconnel- v. 1 of 3,pg41212.epub,Literary,Hartstonge| Matthew Weld,41212
688,Ten Thousand a-Year. Volume 3.,pg41247.epub,Literary,Warren| Samuel,41247
689,The Arm-Chair at the Inn,pg41284.epub,Literary,Smith| Francis Hopkinson,41284
690,My Danish Sweetheart: A Novel. Volume 1 of 3,pg41313.epub,Sea and Adventure,Russell| William Clark,41313
691,My Danish Sweetheart: A Novel. Volume 2 of 3,pg41314.epub,Sea and Adventure,Russell| William Clark,41314
692,My Danish Sweetheart: A Novel. Volume 3 of 3,pg41315.epub,Sea and Adventure,Russell| William Clark,41315
693,Mrs. Dorriman: A Novel. Volume 1 of 3,pg41329.epub,Literary,Chetwynd| Mrs. Henry Wayland,41329
694,Mrs. Dorriman: A Novel. Volume 2 of 3,pg41330.epub,Literary,Chetwynd| Mrs. Henry Wayland,41330
695,Mrs. Dorriman: A Novel. Volume 3 of 3,pg41331.epub,Literary,Chetwynd| Mrs. Henry Wayland,41331
696,Ten Thousand a-Year. Volume 2.,pg41332.epub,Literary,Warren| Samuel,41332
697,Mount Royal: A Novel. Volume 1 of 3,pg41339.epub,Literary,Braddon| M. E.,41339
698,Mount Royal: A Novel. Volume 2 of 3,pg41340.epub,Literary,Braddon| M. E.,41340
699,Mount Royal: A Novel. Volume 3 of 3,pg41341.epub,Literary,Braddon| M. E.,41341
700,Mohawks: A Novel. Volume 1 of 3,pg41374.epub,Literary,Braddon| M. E.,41374
701,Mohawks: A Novel. Volume 2 of 3,pg41375.epub,Literary,Braddon| M. E.,41375
702,Mohawks: A Novel. Volume 3 of 3,pg41376.epub,Literary,Braddon| M. E.,41376
703,The Broken Thread,pg41459.epub,Detective and Mystery,Queux| William Le,41459
704,The Yazoo Mystery: A Novel,pg41483.epub,Literary,Craddock| Irving,41483
705,The Decadent: Being the Gospel of Inaction - Wherein Are Set Forth in Romance Form Certain Reflections Touching the Curious Characteristics of These Ultimate Years- and the Divers Causes Thereof,pg41490.epub,Literary,Cram| Ralph Adams,41490
706,The House Opposite: A Mystery,pg41525.epub,Detective and Mystery,Kent| Elizabeth,41525
707,Rose Clark,pg41542.epub,Literary,Fern| Fanny,41542
708,Mabel: A Novel. Vol. 1 (of 3),pg41564.epub,Literary,Newby| Mrs. C. J.,41564
709,A Fortnight of Folly,pg41660.epub,Literary,Conway| Hugh| Thompson| Maurice,41660
710,A Changed Heart: A Novel,pg41672.epub,Literary,Fleming| May Agnes,41672
711,Albrecht,pg41764.epub,Literary,Bates| Arlo,41764
712,Quintus Oakes: A Detective Story,pg41790.epub,Detective and Mystery,Jackson| Charles Ross,41790
713,The Last Miracle,pg41794.epub,Literary,Shiel| M. P.,41794
714,John Marvel- Assistant,pg41817.epub,Literary,Page| Thomas Nelson,41817
715,The Golden Bough,pg41844.epub,Literary,Gibbs| George,41844
716,The Terms of Surrender,pg41859.epub,Literary,Tracy| Louis,41859
717,Ragna,pg41863.epub,Literary,Costantini| Anna Miller,41863
718,A Fair Mystery: The Story of a Coquette,pg41932.epub,Literary,Brame| Charlotte M.,41932
719,The Debatable Land: A Novel,pg41963.epub,Literary,Colton| Arthur,41963
720,The Barrel Mystery,pg42010.epub,Detective and Mystery,Flynn| William J.,42010
721,The Eve of All-Hallows- Adelaide of Tyrconnel- v. 2 of 3,pg42095.epub,Literary,Hartstonge| Matthew Weld,42095
722,The Trail-Hunter: A Tale of the Far West,pg42115.epub,Western Stories,Aimard| Gustave,42115
723,The Pirates of the Prairies: Adventures in the American Desert,pg42117.epub,Western Stories,Aimard| Gustave,42117
724,The World Before Them: A Novel. Volume 2 (of 3),pg42145.epub,Literary,Moodie| Susanna,42145
725,The World Before Them: A Novel. Volume 1 (of 3),pg42165.epub,Literary,Moodie| Susanna,42165
726,The World Before Them: A Novel. Volume 3 (of 3),pg42174.epub,Literary,Moodie| Susanna,42174
727,The Shadow of a Sin,pg42320.epub,Literary,Brame| Charlotte M.,42320
728,Justin Wingate- Ranchman,pg42423.epub,Western Stories,Whitson| John Harvey,42423
729,Barbara Rebell,pg42462.epub,Literary,Lowndes| Marie Belloc,42462
730,Lady Eureka- The Mystery: A Prophecy of the Future. Volume 1,pg42491.epub,Literary,Williams| Robert Folkestone,42491
731,Lady Eureka- The Mystery: A Prophecy of the Future. Volume 2,pg42492.epub,Literary,Williams| Robert Folkestone,42492
732,Lady Eureka- The Mystery: A Prophecy of the Future. Volume 3,pg42493.epub,Literary,Williams| Robert Folkestone,42493
733,Miracle Gold: A Novel (Vol. 2 of 3),pg42496.epub,Literary,Dowling| Richard,42496
734,Miracle Gold: A Novel (Vol. 1 of 3),pg42498.epub,Literary,Dowling| Richard,42498
735,Miracle Gold: A Novel (Vol. 3 of 3),pg42499.epub,Literary,Dowling| Richard,42499
736,Blackthorn Farm,pg42519.epub,Literary,Applin| Arthur,42519
737,Narcissus,pg42533.epub,Literary,Scott| Evelyn,42533
738,The Narrow House,pg42534.epub,Literary,Scott| Evelyn,42534
739,Yonder,pg42536.epub,Literary,Young| E. H.,42536
740,The Deacon: An Original Comedy Drama in Five Acts,pg42581.epub,Literary,Dale| Horace C.,42581
742,The Luminous Face,pg42714.epub,Detective and Mystery,Wells| Carolyn,42714
743,Tempest-Driven: A Romance (Vol. 1 of 3),pg42750.epub,Literary,Dowling| Richard,42750
744,Tempest-Driven: A Romance (Vol. 2 of 3),pg42751.epub,Literary,Dowling| Richard,42751
745,Tempest-Driven: A Romance (Vol. 3 of 3),pg42752.epub,Literary,Dowling| Richard,42752
746,Swords Reluctant,pg42763.epub,Literary,Pemberton| Max,42763
747,It Pays to Smile,pg42772.epub,Literary,Putnam| Nina Wilcox,42772
748,The Mystery of the Clasped Hands: A Novel,pg42807.epub,Detective and Mystery,Boothby| Guy,42807
749,Great Porter Square: A Mystery. v. 1,pg42905.epub,Detective and Mystery,Farjeon| B. L.,42905
750,Great Porter Square: A Mystery. v. 2,pg42906.epub,Detective and Mystery,Farjeon| B. L.,42906
751,Great Porter Square: A Mystery. v. 3,pg42907.epub,Detective and Mystery,Farjeon| B. L.,42907
752,The Last of Their Race,pg42926.epub,Literary,Swan| Annie S.,42926
753,Guy Kenmore's Wife- and The Rose and the Lily,pg43037.epub,Literary,Miller| Mrs. Alex. McVeigh,43037
754,Devota,pg43080.epub,Literary,Evans| Augusta J.,43080
755,Hugh Crichton's Romance,pg43162.epub,Literary,Coleridge| Christabel R.,43162
756,Blade-O'-Grass. Golden Grain. and Bread and Cheese and Kisses.,pg43190.epub,Christmas Stories,Farjeon| B. L.,43190
757,Mrs. Severn: A Novel- Vol. 1 (of 3),pg43449.epub,Literary,Carter| Mary Elizabeth,43449
758,The Gypsy Queen's Vow,pg43489.epub,Literary,Fleming| May Agnes,43489
759,Flora Adair- Love Works Wonders. Vol. 1 (of 2),pg43498.epub,Literary,Donelan| A. M.,43498
760,Flora Adair- Love Works Wonders. Vol. 2 (of 2),pg43499.epub,Literary,Donelan| A. M.,43499
761,The Adventurers,pg43716.epub,Sea and Adventure,Aimard| Gustave,43716
762,Munster Village,pg43743.epub,Literary,Hamilton| Lady Mary,43743
763,The Prairie Flower: A Tale of the Indian Border,pg43925.epub,Western Stories,Aimard| Gustave,43925
985,The Forsyte Saga,pg4397Galsw1.epub,Literary,Galsworthy| John,43971
764,First Love: A Novel. Vol. 1 of 3,pg44018.epub,Literary,Loudon| Mrs.,44018
765,The Eve of All-Hallows- Adelaide of Tyrconnel- v. 3 of 3,pg44264.epub,Literary,Hartstonge| Matthew Weld,44264
766,Wanted: A Husband. A Novel,pg44326.epub,Literary,Adams| Samuel Hopkins,44326
767,The Bee Hunters: A Tale of Adventure,pg44375.epub,Sea and Adventure,Aimard| Gustave,44375
768,The Rebel Chief: A Tale of Guerilla Life,pg44421.epub,Literary,Aimard| Gustave,44421
769,The Smuggler Chief: A Novel,pg44454.epub,Sea and Adventure,Aimard| Gustave,44454
770,The Stoneground Ghost Tales - Compiled from the recollections of the reverend Roland Batchel- the vicar of the parish.,pg44581.epub,Ghost and Horror,Swain| E. G.,44581
771,Held to Answer: A Novel,pg44633.epub,Literary,MacFarlane| Peter Clark,44633
772,The Prodigal Village: A Christmas Tale,pg44796.epub,Christmas Stories,Bacheller| Irving,44796
773,Little Golden's Daughter- The Dream of a Life Time,pg44803.epub,Literary,Miller| Mrs. Alex. McVeigh,44803
774,Kathleen's Diamonds- She Loved a Handsome Actor,pg44819.epub,Literary,Miller| Mrs. Alex. McVeigh,44819
775,Wild Margaret,pg44828.epub,Literary,Garvice| Charles,44828
776,The Mark of Cain,pg44841.epub,Detective and Mystery,Wells| Carolyn,44841
777,The Man Who Fell Through the Earth,pg44872.epub,Detective and Mystery,Wells| Carolyn,44872
778,A Man's World,pg44878.epub,Literary,Edwards| Albert,44878
779,The Mystery Girl,pg44984.epub,Detective and Mystery,Wells| Carolyn,44984
780,A Mock Idyl,pg45042.epub,Literary,Ross| Percy,45042
781,The Red River Half-Breed: A Tale of the Wild North-West,pg45047.epub,Western Stories,Aimard| Gustave,45047
782,Farewell,pg45104.epub,Literary,Stacpoole| William Henry,45104
783,The Guide of the Desert,pg45401.epub,Western Stories,Aimard| Gustave,45401
784,The Insurgent Chief,pg45402.epub,Literary,Aimard| Gustave,45402
785,The Flying Horseman,pg45403.epub,Literary,Aimard| Gustave,45403
786,Deadwood Dick Jr. Branded- Red Rover at Powder Pocket.,pg45618.epub,Western Stories,Wheeler| Edward L.,45618
787,The Curved Blades,pg45622.epub,Detective and Mystery,Wells| Carolyn,45622
788,Stolen Idols,pg45636.epub,Detective and Mystery,Oppenheim| E. Phillips,45636
789,The House on the Moor- v. 1-3,pg45816.epub,Literary,Oliphant| Mrs.,45816
790,The House on the Moor- v. 2-3,pg45817.epub,Literary,Oliphant| Mrs.,45817
791,The House on the Moor- v. 3-3,pg45818.epub,Literary,Oliphant| Mrs.,45818
792,Pretty Geraldine- the New York Salesgirl- Wedded to Her Choice,pg45872.epub,Literary,Miller| Mrs. Alex. McVeigh,45872
793,The Vanishing of Betty Varian,pg45912.epub,Detective and Mystery,Wells| Carolyn,45912
794,The Room with the Tassels,pg46008.epub,Detective and Mystery,Wells| Carolyn,46008
795,The Deep Lake Mystery,pg46064.epub,Detective and Mystery,Wells| Carolyn,46064
796,The Romantic Lady,pg46217.epub,Literary,Arlen| Michael,46217
799,Harry Blount- the Detective- The Martin Mystery Solved,pg46402.epub,Detective and Mystery,Flanagan| T. J.,46402
800,White Wolf's Law: A Western Story,pg46457.epub,Western Stories,Dunning| Hal,46457
801,Alone,pg46505.epub,Literary,Harland| Marion,46505
803,The Crime Club,pg46566.epub,Detective and Mystery,Holt-White| W.,46566
804,At War with Society- Tales of the Outcasts,pg46623.epub,Detective and Mystery,M'Levy| James,46623
806,The Idol of the Blind: A Novel,pg47211.epub,Literary,Gallon| Tom,47211
807,A Country Sweetheart,pg47282.epub,Literary,Russell| Dora,47282
809,Kate Vernon: A Tale. Vol. 1 (of 3),pg47338.epub,Literary,Alexander| Mrs.,47338
811,The Fiction Factory - Being the experience of a writer who- for twenty-two years- has kept a story-mill grinding successfully,pg47455.epub,Literary,Cook| William Wallace,47455
987,Loyalties,pg4765Galsw3.epub,Literary,Galsworthy| John,47653
812,"""Odette's Marriage - A Novel- from the French of Albert Delpit- Translated from the """"Revue des Deux Mondes||"""" by Emily Prescott""",pg47697.epub,Literary,Delpit| Albert,47697
813,Sekhet,pg47744.epub,Literary,Miller| Irene,47744
814,Mirk Abbey- Volume 1 (of 3),pg47771.epub,Literary,Payn| James,47771
815,Mirk Abbey- Volume 2 (of 3),pg47772.epub,Literary,Payn| James,47772
816,Mirk Abbey- Volume 3 (of 3),pg47773.epub,Literary,Payn| James,47773
820,A Life for a Life- Volume 1 (of 3),pg47997.epub,Literary,Craik| Dinah Maria Mulock,47997
821,A Soldier's Daughter- and Other Stories,pg48297.epub,Sea and Adventure,Henty| G. A.,48297
822,A Life for a Life- Volume 2 (of 3),pg48482.epub,Literary,Craik| Dinah Maria Mulock,48482
823,A Life for a Life- Volume 3 (of 3),pg48483.epub,Literary,Craik| Dinah Maria Mulock,48483
824,Tinman,pg48989.epub,Literary,Gallon| Tom,48989
829,The Spider and the Fly- An Undesired Love,pg49537.epub,Literary,Garvice| Charles,49537
831,Chetwynd Calverley - New Edition- 1877,pg49680.epub,Literary,Ainsworth| William Harrison,49680
832,The Desultory Man - Collection of Ancient and Modern British Novels and Romances. Vol. CXLVII.,pg49718.epub,Literary,James| G. P. R.,49718
833,The Forgery- Best Intentions.,pg50042.epub,Literary,James| G. P. R.,50042
835,The Mystery of the Sycamore,pg50209.epub,Detective and Mystery,Wells| Carolyn,50209
836,Leslie's Loyalty,pg50440.epub,Literary,Garvice| Charles,50440
837,De L'Orme. - The Works of G. P. R. James- Esq.|| Vol. XVI.,pg50688.epub,Literary,James| G. P. R.,50688
839,Morley Ernstein- the Tenants of the Heart,pg51251.epub,Literary,James| G. P. R.,51251
840,The Fate: A Tale of Stirring Times,pg51455.epub,Literary,James| G. P. R.,51455
843,Delaware- The Ruined Family. Vol. 1,pg51628.epub,Literary,James| G. P. R.,51628
844,Delaware- The Ruined Family. Vol. 2,pg51629.epub,Literary,James| G. P. R.,51629
845,Delaware- The Ruined Family. Vol. 3,pg51630.epub,Literary,James| G. P. R.,51630
847,A Whim- and Its Consequences - Collection of British Authors Vol. CXIV,pg51715.epub,Literary,James| G. P. R.,51715
850,Daireen. Volume 1 of 2,pg51936.epub,Literary,Moore| Frank Frankfort,51936
851,Daireen. Volume 2 of 2,pg51937.epub,Literary,Moore| Frank Frankfort,51937
852,Daireen. Complete,pg51938.epub,Literary,Moore| Frank Frankfort,51938
853,Priscilla and Charybdis: A Story of Alternatives,pg51972.epub,Literary,Moore| Frank Frankfort,51972
854,Well- After All,pg51988.epub,Literary,Moore| Frank Frankfort,51988
863,Kate Vernon: A Tale. Vol. 2 (of 3),pg53356.epub,Literary,Alexander| Mrs.,53356
864,The Touch of Abner,pg53604.epub,Literary,Cody| H. A.,53604
865,Kate Vernon: A Tale. Vol. 3 (of 3),pg53668.epub,Literary,Alexander| Mrs.,53668
964,Mardi: and A Voyage Thither I,pg13720HermanVoyage1.epub,Sea and Adventure,Melville| Herman,137201
965,Mardi: and A Voyage Thither ||,pg13721HermanVoyage2.epub,Sea and Adventure,Melville| Herman,137212
