,index,ID,genre,book_lenght,book_sen,book_word,lenght_book,number_sen,number_word,number_of_stop_words,number_of_foreignwords,count_dial_break,noun,verb,adj,ProperNoun,num,Puch,she,he,she_he_ratio,period,comma,colon,semi_colon,exl,q
51,101,201,Allegories,337103,4179,73579,0.006205323586429374,0.00650974124596354,0.0061440844972570855,0.3728237676510961,6.795417170660107e-05,9,0.18615365797306296,0.1546365131355414,0.06452928145258838,0.0,0.005653787085989209,0.056796096712377175,1722,2433,0.7077681874229347,0.045705975889859876,0.06870166759537367,0.003261800241916851,0.010492124111499204,0.005653787085989209,0.005653787085989209
52,161,261,Ghost and Horror,316109,2375,68049,0.005818870296563967,0.003699601689199188,0.005682311610022526,0.4103513644579641,0.00022042939646431248,118,0.1870857764258108,0.156460785610369,0.06173492630310511,0.0,0.005393172566826846,0.03490132110684947,177,1558,0.11360718870346598,0.03419594703816368,0.06781877764552013,0.0005290305515143499,0.009934018133991682,0.0004996399653191082,0.0026451527575717497
53,747,403,Sea and Adventure,475171,2413,97682,0.00874685130030653,0.003758795316226375,0.008156762960370033,0.4077107348334391,0.00021498331319997542,167,0.2052476403022051,0.1360332507524416,0.07094449335599189,0.0,0.006848754120513503,0.024702606416740033,1474,2379,0.619588062211013,0.023085112917425932,0.08607522368501873,0.0007473229458856289,0.01028848713171311,0.0016072561986855305,0.001627730799942671
54,107,207,Allegories,140074,1359,30962,0.002578453754625465,0.0021169510297354512,0.0025854271491060478,0.40349460629158324,0.0,77,0.1807376784445449,0.15609456753439702,0.059298494929268135,0.0,0.0050384342096763774,0.04389251340352691,649,608,1.0674342105263157,0.0375621729862412,0.06633938376073897,0.001873264001033525,0.007170079452231768,0.0036173373813061173,0.0029390866223112204
55,269,371,Literary,338714,2284,67191,0.006234978547369318,0.0035578485297393454,0.005610665834751775,0.4134035808367192,0.00017859534759119525,84,0.19513030018901342,0.15455939039454689,0.07503981187956721,0.0,0.007426589870667202,0.033992647824857496,509,1005,0.5064676616915423,0.03277224628298433,0.05712074533791728,0.0010269232486493727,0.0022324418448899405,0.0005953178253039842,0.001919899986605349
56,203,303,Humorous and Wit and Satire,293900,3139,65817,0.005410051533363967,0.004889705137851053,0.005495932390437076,0.417597277299178,6.077457191910905e-05,120,0.15395718431408298,0.173602564686935,0.05161280520230336,0.0,0.004785997538629837,0.047692845313520825,440,1620,0.2716049382716049,0.04624944923044198,0.057705456037194035,0.0014130087971192854,0.0025221447346430253,0.0020055608733305984,0.00416305817645897
57,122,222,Christmas Stories,55864,449,11949,0.0010283331706697674,0.0006994194351370254,0.000997780150011891,0.39191564147627417,0.00033475604653109047,35,0.19984935977906101,0.14444723407816554,0.05967026529416688,0.0,0.00736463302368399,0.03757636622311491,84,339,0.24778761061946902,0.031550757385555274,0.08117834128378944,0.0005021340697966357,0.009038413256339443,0.003682316511841995,0.0028454263955142688
58,33,133,Detective and Mystery,413488,5559,94193,0.007611403158991493,0.008659404543266648,0.007865420174915896,0.3398235537672651,0.00025479600394933804,77,0.19793402906797744,0.1542789803913242,0.04929241026403236,0.0,0.006868875606467572,0.059006507914600874,1203,2883,0.4172736732570239,0.05422908284055079,0.05515271835486713,0.0011041160171137983,0.0010934995169492425,0.0046818765725690865,0.007282919112885246
59,236,336,Western Stories,485473,4899,105667,0.00893648842482751,0.00763130470542603,0.008823536288501672,0.3789641042141823,0.00036908400919870917,298,0.18967132595796227,0.15738120699934702,0.048085021813811316,0.0,0.005223958284043268,0.04637209346342756,1168,2550,0.45803921568627454,0.03758978678300699,0.07940038044044025,0.0023564594433456046,0.00899997160892237,0.003965287175750234,0.004883265352475229
60,229,329,Western Stories,499452,9265,119038,0.009193811018855733,0.014432340905444412,0.009940058038088163,0.28933617836321174,0.001159293670928611,213,0.20467413767032377,0.15713469648347586,0.04521245316621583,0.0,0.007636217006334112,0.07782388817016415,926,3183,0.2909205152371976,0.06786068314319797,0.05242023555503285,8.400678774845007e-05,0.0002352190056956602,0.005342831700801425,0.0069305599892471315
61,154,254,Ghost and Horror,374778,3490,76901,0.006898837337771625,0.005436467324339018,0.006421482242536147,0.3806842563815815,7.802239242662644e-05,66,0.18730575675218789,0.13760549277642684,0.07969987386379891,0.0,0.0028998322518562825,0.04539602866022548,891,2482,0.3589846897663175,0.043627521098555284,0.07669601175537379,0.00015604478485325288,0.004226212923108932,0.0015214366523192157,0.0026397576104341945
62,859,356,Literary,124125,1560,28243,0.002284867800540328,0.00243005416216873,0.0023583818542795075,0.3793860425592182,7.08140070105867e-05,74,0.1745211202775909,0.1581276776546401,0.056863647629501114,0.0,0.005948376588889282,0.055234925468257624,806,1026,0.7855750487329435,0.05006550295648479,0.0649010374252027,0.000708140070105867,0.010338845023545658,0.003257444322486988,0.005098608504762242
63,496,341,Literary,492222,7560,110236,0.00906072264666716,0.011776416324356153,0.009205062567303607,0.3478355528139628,0.000127000254000508,115,0.20407126528538772,0.14793715301716318,0.055326753510649876,0.0,0.004599223484161254,0.06967778221270728,874,3051,0.2864634546050475,0.06464312928625857,0.06508763017526036,0.000435429442287456,0.00190500381000762,0.010912950397329367,0.004526651910446678
64,166,266,Ghost and Horror,214685,1914,45113,0.003951877895339378,0.002981489529737788,0.00376708142166595,0.4173519827987498,6.649967858488684e-05,121,0.19617405182541617,0.16458670449759494,0.054596236118192094,0.0,0.006140136989337885,0.04242679493715781,240,2334,0.10282776349614396,0.05135991842706093,0.06902666637111254,0.0006649967858488683,0.002903819298206725,0.00042116463103761666,0.0024161549885842216
65,200,300,Humorous and Wit and Satire,263002,3834,62650,0.004841287422176896,0.0059723254216377634,0.005231477646518116,0.3614844373503591,0.00025538707102952914,181,0.16271348762968874,0.1648683160415004,0.053663208300079805,0.0,0.00475658419792498,0.0612609736632083,754,1691,0.44589000591366057,0.05120510774142059,0.06408619313647247,0.0006384676775738228,0.0045810055865921784,0.007438148443735036,0.004309656823623304
66,193,293,Humorous and Wit and Satire,368128,5322,82436,0.006776425487833311,0.008290223237860243,0.006883672645943613,0.32084283565432575,0.0002668736959580766,319,0.21571886069193072,0.14594351982143725,0.0558008637003251,0.0,0.006817409869474501,0.06460769566694163,562,3681,0.15267590328715022,0.06563879858314328,0.06562666796059974,0.0010917560289194041,0.004257848512785676,0.0034450968023678973,0.008054733368916493
67,91,191,Allegories,337103,4179,73579,0.006205323586429374,0.00650974124596354,0.0061440844972570855,0.3728237676510961,6.795417170660107e-05,9,0.18615365797306296,0.1546365131355414,0.06452928145258838,0.0,0.005653787085989209,0.056796096712377175,1722,2433,0.7077681874229347,0.045705975889859876,0.06870166759537367,0.003261800241916851,0.010492124111499204,0.005653787085989209,0.005653787085989209
68,919,409,Sea and Adventure,579733,3181,123881,0.010671607368464418,0.004955129672986365,0.010344464203165375,0.43205172706064693,0.00015337299505170285,157,0.16936414785156723,0.15389769214003762,0.05911318119808526,0.0,0.00590082417804183,0.02567786827681404,1326,1332,0.9954954954954955,0.023207755830191877,0.07150410474568336,0.00037132409328307004,0.010380930086131045,0.0012108394346187067,0.001461079584439906
69,140,240,Christmas Stories,55864,449,11949,0.0010283331706697674,0.0006994194351370254,0.000997780150011891,0.39191564147627417,0.00033475604653109047,35,0.19984935977906101,0.14444723407816554,0.05967026529416688,0.0,0.00736463302368399,0.03757636622311491,84,339,0.24778761061946902,0.031550757385555274,0.08117834128378944,0.0005021340697966357,0.009038413256339443,0.003682316511841995,0.0028454263955142688
70,259,376,Literary,290398,4049,65221,0.005345587428328782,0.006307236732449479,0.005446164462626624,0.36238328145842597,9.199490961500131e-05,65,0.17609358948804832,0.16266233268425814,0.04889529446037319,0.0,0.010349427331687647,0.0631545054506984,715,2318,0.3084555651423641,0.05910672942763834,0.061253277318655035,0.0009352815810858466,0.004829732754787568,0.0036797963846000523,0.00863218901887429
71,206,306,Love and Romance,629194,9107,138866,0.011582075415050724,0.014186220035173476,0.011595760173366075,0.3549032880618726,0.0001080178013336598,100,0.17133063528869558,0.15839010268892315,0.05680296112799389,0.0,0.0034421672691659585,0.06558120778304265,4704,2801,1.679400214209211,0.054865841890743595,0.04875203433525845,0.0010729768265810207,0.0003024498437342474,0.0058401624587732055,0.006027393314418216
72,8,108,Detective and Mystery,282526,3265,61712,0.005200681250476992,0.0050859787432569895,0.005153151612480861,0.4023204563131968,0.0017824734249416645,76,0.16129764065335753,0.1719438682914182,0.03957091003370495,0.0,0.005833549390718174,0.052907052113041225,860,1866,0.4608788853161844,0.044772491573761994,0.06348846253564946,0.0013449572206378014,0.003824215711693026,0.002641301529686285,0.006254861291158932
73,700,358,Literary,148507,1581,31051,0.0027336867065848335,0.0024627664297363857,0.002592858936983783,0.37435187272551607,0.00038646098354320314,92,0.20682103635953752,0.14144471997681235,0.06141509130140736,0.0,0.00331712344207916,0.05091623458181701,392,811,0.4833538840937115,0.04077163376380793,0.08070593539660559,0.0006118965572767382,0.0054426588515667776,0.007020707867701524,0.0031883031142314255
74,148,248,Christmas Stories,55864,449,11949,0.0010283331706697674,0.0006994194351370254,0.000997780150011891,0.39191564147627417,0.00033475604653109047,35,0.19984935977906101,0.14444723407816554,0.05967026529416688,0.0,0.00736463302368399,0.03757636622311491,84,339,0.24778761061946902,0.031550757385555274,0.08117834128378944,0.0005021340697966357,0.009038413256339443,0.003682316511841995,0.0028454263955142688
75,127,227,Christmas Stories,792019,8933,176464,0.014579324958841086,0.01391517553247004,0.014735314787153595,0.3963074621452534,0.00022100825097470307,30,0.17871633874331308,0.161936712303926,0.053529331761719104,0.0,0.0074122767249977335,0.050820563967721465,3938,5005,0.7868131868131868,0.043759633692991205,0.06739051591259407,0.0007820291957566415,0.00892533321243993,0.006607580016320609,0.004527835705866352
76,109,209,Allegories,337103,4179,73579,0.006205323586429374,0.00650974124596354,0.0061440844972570855,0.3728237676510961,6.795417170660107e-05,9,0.18615365797306296,0.1546365131355414,0.06452928145258838,0.0,0.005653787085989209,0.056796096712377175,1722,2433,0.7077681874229347,0.045705975889859876,0.06870166759537367,0.003261800241916851,0.010492124111499204,0.005653787085989209,0.005653787085989209
77,818,406,Sea and Adventure,200373,1780,43558,0.0036884255049157467,0.002772754108115602,0.0036372338918920365,0.4451076725285826,0.0,54,0.16789108774507552,0.17895679324119565,0.04541071674548877,0.0,0.00812709490793884,0.04086505349189586,352,1243,0.2831858407079646,0.040681390330134536,0.05861150649708435,0.00043620000918315806,0.004499747463152578,0.0011249368657881445,0.0022269158363561227
78,277,384,Sea and Adventure,582728,7059,127852,0.010726738720429117,0.010995995083813503,0.010676055547687696,0.32701091887494915,0.00014078778587742078,323,0.21145543284422613,0.13158965053342928,0.06468416606701499,0.0,0.004567781497356318,0.055220098238588367,297,2133,0.13924050632911392,0.038732284203610426,0.08895441604355035,0.004661640021274599,0.022776335137502737,0.010918874949159966,0.005686262240715828
79,470,372,Literary,341756,4620,72722,0.0062909750657922274,0.007196698864884316,0.006072522225220916,0.3552707571298919,0.00022001595115645885,4,0.20618244822749648,0.15564753444624735,0.057781689172465005,0.0,0.010657022634140974,0.06362586287505845,788,2490,0.3164658634538153,0.05959682076950579,0.06450592667968427,0.0018976375787244574,0.0030527213222958666,0.005362888809438684,0.005789169714804324
80,21,121,Detective and Mystery,590655,7825,135340,0.010872657327114984,0.01218921398651943,0.01130132776823243,0.3479754691887099,0.0003694399290675336,110,0.1791044776119403,0.152275749963056,0.057085857839515294,0.0,0.004189448795625831,0.05780996010048766,3639,2410,1.5099585062240664,0.04214570710802423,0.0840623614600266,0.0011304861829466528,0.008600561548692183,0.012250628047879415,0.006346977981380227
81,94,194,Allegories,337103,4179,73579,0.006205323586429374,0.00650974124596354,0.0061440844972570855,0.3728237676510961,6.795417170660107e-05,9,0.18615365797306296,0.1546365131355414,0.06452928145258838,0.0,0.005653787085989209,0.056796096712377175,1722,2433,0.7077681874229347,0.045705975889859876,0.06870166759537367,0.003261800241916851,0.010492124111499204,0.005653787085989209,0.005653787085989209
82,288,386,Sea and Adventure,456130,5278,100388,0.008396348437949322,0.008221683248670869,0.008382722713147016,0.36289197912101046,0.00015938159939434993,258,0.17576802008208153,0.16239988843288042,0.0633143403594055,0.0,0.005707853528310157,0.052645734549946206,3634,2081,1.7462758289283997,0.043401601785073914,0.06835478344025182,0.0007072558473124277,0.006723911224449137,0.005847312427780213,0.0048611387815276725
83,210,310,Love and Romance,463532,4722,101473,0.008532602951219007,0.007355587021641501,0.00847332372266772,0.3827520621249002,0.00017738708819094734,236,0.21346565096133946,0.14497452524316815,0.057128497235717876,0.0,0.003409774028559321,0.046544400973658015,2100,2830,0.7420494699646644,0.039705143240073716,0.05786761010318016,0.0008672257644890759,0.003114128881574409,0.003784257881406877,0.0034196288667921516
84,117,217,Allegories,337103,4179,73579,0.006205323586429374,0.00650974124596354,0.0061440844972570855,0.3728237676510961,6.795417170660107e-05,9,0.18615365797306296,0.1546365131355414,0.06452928145258838,0.0,0.005653787085989209,0.056796096712377175,1722,2433,0.7077681874229347,0.045705975889859876,0.06870166759537367,0.003261800241916851,0.010492124111499204,0.005653787085989209,0.005653787085989209
85,72,172,Love and Romance,584889,6841,132627,0.010766517969709823,0.010656410591920693,0.011074783492813378,0.3653554706055328,6.785948562509896e-05,391,0.1636092198421136,0.16487593024044878,0.05979174677855942,0.0,0.0030989165102128526,0.051588288960769675,2932,1560,1.8794871794871795,0.049597744049100105,0.05989730597842068,0.0016814072549330076,0.005149780964660288,0.0023675420540312303,0.0048180234793820265
86,209,309,Love and Romance,1199957,11551,261884,0.022088564844575793,0.01799330488923782,0.02186816108508779,0.36501275373829634,0.0004123963281452857,79,0.18856822104443188,0.1443692627270089,0.0667127430465397,0.0,0.004662369598753647,0.04415695498770448,5235,6392,0.8189924906132666,0.025881688075636542,0.061676161964839396,0.0006758717600158848,0.002352186464236074,0.01619419284874219,0.004234699332528906
87,165,265,Ghost and Horror,126433,1040,26347,0.002327352995977565,0.0016200361081124867,0.0022000597215133724,0.383535127338976,7.590997077466125e-05,15,0.17220176870231904,0.14324211485178578,0.07367062663680875,0.0,0.0031882187725357724,0.03996659961285915,414,63,6.571428571428571,0.04528029756708544,0.08186890348047215,0.002618893991725813,0.0073253121797548105,0.0008350096785212737,0.0007970546931339431
88,168,268,Ghost and Horror,195403,1782,41861,0.0035969387539092177,0.0027758695621696644,0.003495528902807579,0.4116002962184372,0.00014333150187525383,100,0.1757005327154153,0.16485511574018777,0.058431475597811804,0.0,0.002938295788442703,0.04256945605695038,392,1239,0.3163841807909605,0.036645087312773224,0.06504861326771935,0.0013616492678149112,0.008384892859702349,0.002556078450108693,0.005064379732925635
89,1,101,Detective and Mystery,261456,2471,56439,0.004812828968040862,0.0038491434837941868,0.004712839056533694,0.40172575701199525,3.543648895267457e-05,68,0.18361416750828327,0.15841882386293166,0.04835308917592445,0.0,0.004146069207462925,0.04378178210102943,585,1367,0.42794440380395027,0.0422934495650171,0.06748879321036871,0.0003366466450504084,0.0004252378674320948,0.0006378568011481422,0.004429561119084321
90,157,257,Ghost and Horror,374778,3490,76901,0.006898837337771625,0.005436467324339018,0.006421482242536147,0.3806842563815815,7.802239242662644e-05,66,0.18730575675218789,0.13760549277642684,0.07969987386379891,0.0,0.0028998322518562825,0.04539602866022548,891,2482,0.3589846897663175,0.043627521098555284,0.07669601175537379,0.00015604478485325288,0.004226212923108932,0.0015214366523192157,0.0026397576104341945
91,69,169,Humorous and Wit and Satire,293900,3139,65817,0.005410051533363967,0.004889705137851053,0.005495932390437076,0.417597277299178,6.077457191910905e-05,120,0.15395718431408298,0.173602564686935,0.05161280520230336,0.0,0.004785997538629837,0.047692845313520825,440,1620,0.2716049382716049,0.04624944923044198,0.057705456037194035,0.0014130087971192854,0.0025221447346430253,0.0020055608733305984,0.00416305817645897
92,27,127,Detective and Mystery,374254,3008,83480,0.006889191652152425,0.004685642897309961,0.006970850022846485,0.4119669381887877,5.989458552946814e-05,205,0.17886919022520364,0.151126018207954,0.05310253953042645,0.0,0.006085289889793962,0.03600862482031624,672,1396,0.4813753581661891,0.03077383804504073,0.0740656444657403,0.0001796837565884044,0.006995687589841878,0.001257786296118831,0.004084810733109727
93,58,158,Western Stories,408603,4612,91232,0.007521481070728536,0.007184237048668066,0.007618167097320682,0.3821575762890214,0.00012057172921781831,125,0.19932699052963873,0.14732769203788146,0.05022360575236759,0.0,0.0054695720799719395,0.05056339880743599,1403,3008,0.4664228723404255,0.04249605401613469,0.057304454577341284,0.0009316906348649596,0.005042090494563311,0.004187127323746054,0.004274815854086286
94,31,131,Detective and Mystery,388032,6388,86990,0.007142814278987025,0.009950760248675543,0.0072639463762268295,0.31761121968042305,0.00024140705828256122,156,0.20268996436371997,0.1429359696516841,0.05530520749511438,0.0,0.0067708932061156454,0.07339924129210254,235,2539,0.09255612445844821,0.06537533049775836,0.05530520749511438,0.00139096447867571,0.0026899643637199678,0.002666973215312105,0.010897804345327049
95,579,365,Literary,411734,2274,86206,0.007579115883082951,0.003542271259469033,0.007198479840315094,0.42088717722664315,0.00011600120641254669,125,0.21858107324316173,0.1486787462589611,0.05766419970767696,0.0,0.00665846924808018,0.026332273855648097,142,2848,0.04985955056179775,0.02713268217989467,0.06933392107277915,0.00019720205090132938,0.005753659838062316,0.0016588172516994177,0.0023200241282509337
96,55,155,Western Stories,485473,4899,105667,0.00893648842482751,0.00763130470542603,0.008823536288501672,0.3789641042141823,0.00036908400919870917,298,0.18967132595796227,0.15738120699934702,0.048085021813811316,0.0,0.005223958284043268,0.04637209346342756,1168,2550,0.45803921568627454,0.03758978678300699,0.07940038044044025,0.0023564594433456046,0.00899997160892237,0.003965287175750234,0.004883265352475229
97,853,338,Literary,47888,553,10409,0.0008815125819317238,0.0008614230459482741,0.000869185168756697,0.37947929676241715,9.607070804111827e-05,7,0.20597559804015755,0.15083101162455567,0.05783456624075319,0.0,0.005091747526179268,0.0531271015467384,118,285,0.41403508771929826,0.04745892977231242,0.04909213180901143,0.00220962628494572,0.005572101066384859,0.0033624747814391394,0.008166010183495052
98,5,105,Detective and Mystery,4884,46,1042,8.99036804659735e-05,7.165544324343691e-05,8.701037043370912e-05,0.42226487523992323,0.0009596928982725527,2,0.18426103646833014,0.15738963531669867,0.05470249520153551,0.0,0.0067178502879078695,0.044145873320537425,0,57,0.0,0.046065259117082535,0.0671785028790787,0.0,0.014395393474088292,0.0,0.0028790786948176585
99,179,279,Humorous and Wit and Satire,368128,5322,82436,0.006776425487833311,0.008290223237860243,0.006883672645943613,0.32084283565432575,0.0002668736959580766,319,0.21571886069193072,0.14594351982143725,0.0558008637003251,0.0,0.006817409869474501,0.06460769566694163,562,3681,0.15267590328715022,0.06563879858314328,0.06562666796059974,0.0010917560289194041,0.004257848512785676,0.0034450968023678973,0.008054733368916493
100,81,181,Humorous and Wit and Satire,368128,5322,82436,0.006776425487833311,0.008290223237860243,0.006883672645943613,0.32084283565432575,0.0002668736959580766,319,0.21571886069193072,0.14594351982143725,0.0558008637003251,0.0,0.006817409869474501,0.06460769566694163,562,3681,0.15267590328715022,0.06563879858314328,0.06562666796059974,0.0010917560289194041,0.004257848512785676,0.0034450968023678973,0.008054733368916493
101,214,314,Love and Romance,376355,6927,88429,0.00692786643361414,0.01079037511624538,0.007384107530789313,0.36627124585825915,5.6542536950547896e-05,223,0.16153071956032522,0.16780694116183606,0.03955715885060331,0.0,0.0043311583304119685,0.07833403069128905,1633,1825,0.8947945205479452,0.06432279003494329,0.048004613871015164,0.0007463614877472322,0.006140519512829502,0.004873966685137229,0.00969139083332391
102,87,187,Western Stories,124794,1983,30163,0.002297182616722092,0.003088972694602943,0.002518708064675593,0.3960812916487087,0.00029837880847395816,16,0.15711301926200974,0.16752312435765673,0.035672844213108776,0.0,0.00550343135629745,0.06574279746709545,154,756,0.2037037037037037,0.05115538905281305,0.06229486456917415,0.00026522560753240726,0.003083247687564234,0.007558929814673607,0.007260551006199649
